Emission_Factor,Calculations_SK,Date,Fiscal_Quarter,Date_SK,Enterprise_SK,Enterprise_Name,Facility_SK,Facility_Name,Fuel_SK,Fuel_Name,Unit,Source_SK,Source_Category,Source_Type,Sum of CO2e,CO2E_S1,CO2E_S2,CO2E_S3_BT,Sum of Consumption_Fuel_Quantity,Sum of Electricity_Usage_Consumption,Sum of Emission_CH4_KT,Sum of Emission_CO2_Equivalent_KT,Sum of Emission_CO2_KT,Emission_CO2_market,Sum of Emission_N2O_KT,Emission_Sub,Energy_charge,Fixed_charge,Invoice_Amount,Invoice_Days,Invoice_Distance,Invoice_GST,Kt_of_CH4_S2,Kt_of_CH4_S3,Kt_of_CO2_S2,Kt_of_CO2_S3,Kt_of_N20_S3,sumif_S1_gas_type,Total_charge,Type,Electricity_Invoice_SK,Invoice_SK,Employee_SK
National Greenhouse Account Factors,1,2021-02-21 00:00:00,1,779,1,XXXX Pty Ltd,7,Melbourne office,4,Ethanol,Kilolitres (kl),4,Road_vehicle,Mobile Source,0.0000012910949999999999,0.0000012910949999999999,,,0.02207,,8.779445999999999e-7,0.00024422353019999996,0,0,4.131504e-7,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-02-21 00:00:00,1,779,1,XXXX Pty Ltd,7,Melbourne office,4,Ethanol,Kilolitres (kl),11,Road_vehicle,Mobile Source,0.00000127998,0.00000127998,,,0.02188,,8.703864e-7,0.00024212101679999998,0,0,4.095936e-7,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-02-21 00:00:00,1,779,1,XXXX Pty Ltd,7,Melbourne office,14,Liquified Natural Gas (LNG),Short Ton,3,Road_vehicle,Mobile Source,0.0670865679,0.0670865679,,,48.654,,0.00036928386,0.25763703966,0.06327063468,0,0.00344664936,,,,,,,,,,,,,0.06327063468,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-02-21 00:00:00,1,779,1,XXXX Pty Ltd,7,Melbourne office,15,Rechargable batteries,Metric Ton,43,Road_vehicle,Mobile Source,0,0,,,0,,0,0,0,0,0,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-02-21 00:00:00,1,779,1,XXXX Pty Ltd,8,Newcastle office,1,Gasoline,Gallons (g),12,Non_Road_vehicle,Mobile Source,0.00006280312516795874,0.00006280312516795874,,,0.026384320246,,0.0000014437500038611202,0.00045857109497638826,0.00006081796891264969,0,5.4140625144792e-7,,,,,,,,,,,,,0.00006081796891264969,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-02-21 00:00:00,1,779,1,XXXX Pty Ltd,8,Newcastle office,2,Diesel,Short Ton,68,Diesel generator,Stationary Combustion,0.3135118136832,0.3135118136832,,,115.37028000000001,,0.0017813171232000003,0.7958034247896001,0.3112851672792,0,0.00044532928080000006,,,,,,,,,,,,,0.3112851672792,,Stationary Combustion,0,,
National Greenhouse Account Factors,1,2021-02-21 00:00:00,1,779,1,XXXX Pty Ltd,8,Newcastle office,13,Liquified Petroleum Gas (LPG),Short Ton,30,Road_vehicle,Mobile Source,0.005302587869999999,0.005302587869999999,,,3.31785,,0.000026078300999999997,0.013360782879,0.005233045733999999,0,0.000043463835,,,,,,,,,,,,,0.005233045733999999,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-02-21 00:00:00,1,779,1,XXXX Pty Ltd,10,Sydney Office,1,Gasoline,Gallons (g),28,Non_Road_vehicle,Mobile Source,0.00013218390906943395,0.00013218390906943395,,,0.055531991106,,0.0000030387105533203206,0.0009651704394983667,0.0001280056820586185,0,0.0000011395164574951201,,,,,,,,,,,,,0.0001280056820586185,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-02-28 00:00:00,1,786,1,XXXX Pty Ltd,1,Franklin Adelaide,16,R410A,cubic meter,82,"Heating, Ventilation, and Air Conditioning (HVAC)",Fugitive Emission,0.06491576,0.06491576,,,964,,0,0.06491576,0.06491576,0,0,,,,,,,,,,,,,0.06491576,,Fugitive Emissions,0,,
National Greenhouse Account Factors,1,2021-02-28 00:00:00,1,786,1,XXXX Pty Ltd,7,Melbourne office,7,Natural Gas,standard cubic feet,64,Gas stove,Stationary Combustion,0.00000863105929542,0.00000863105929542,,,4.261979999999999,,5.02487442e-9,0.0000104098648401,0.0000086092848396,0,1.67495814e-8,,,,,,,,,,,,,0.0000086092848396,,Stationary Combustion,0,,
National Greenhouse Account Factors,1,2021-03-13 00:00:00,1,799,1,XXXX Pty Ltd,7,Melbourne office,2,Diesel,Short Ton,63,Diesel generator,Stationary Combustion,0.18896670144,0.18896670144,,,69.5385,,0.00107367444,0.47966405606999996,0.18762460839,0,0.00026841861,,,,,,,,,,,,,0.18762460839,,Stationary Combustion,0,,
National Greenhouse Account Factors,1,2021-03-16 00:00:00,1,802,1,XXXX Pty Ltd,8,Newcastle office,7,Natural Gas,standard cubic feet,69,Gas stove,Stationary Combustion,0.000010415728528217999,0.000010415728528217999,,,5.143242,,6.0638823180000005e-9,0.00001256234286879,0.000010389451704839999,0,2.0212941060000004e-8,,,,,,,,,,,,,0.000010389451704839999,,Stationary Combustion,0,,
National Greenhouse Account Factors,1,2021-03-23 00:00:00,1,809,1,XXXX Pty Ltd,1,Franklin Adelaide,2,Diesel,Short Ton,42,Non_Road_vehicle,Mobile Source,0.04391931962880001,0.04391931962880001,,,16.162020000000002,,0.00024954158880000006,0.11148270479640003,0.04360739264280001,0,0.00006238539720000002,,,,,,,,,,,,,0.04360739264280001,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-03-23 00:00:00,1,809,1,XXXX Pty Ltd,2,SSH Adelaide,4,Ethanol,Kilolitres (kl),45,Road_vehicle,Mobile Source,0.00000168948,0.00000168948,,,0.02888,,0.0000011488463999999999,0.00031958203679999995,0,0,5.406336e-7,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-03-23 00:00:00,1,809,1,XXXX Pty Ltd,4,Canberra office,15,Rechargable batteries,Metric Ton,33,Road_vehicle,Mobile Source,0,0,,,0,,0,0,0,0,0,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-03-23 00:00:00,1,809,1,XXXX Pty Ltd,6,Greater Western Sydney,1,Gasoline,Gallons (g),23,Road_vehicle,Mobile Source,0.00021823410209009474,0.00021823410209009474,,,0.091682673796,,0.000005016875910117121,0.0015934852109509507,0.0002113358977136837,0,0.00000188132846629392,,,,,,,,,,,,,0.0002113358977136837,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-03-23 00:00:00,1,809,1,XXXX Pty Ltd,6,Greater Western Sydney,2,Diesel,Short Ton,13,Road_vehicle,Mobile Source,0.12024704609280001,0.12024704609280001,,,44.25012,,0.0006832218528000001,0.30522936273840007,0.11939301877680002,0,0.00017080546320000003,,,,,,,,,,,,,0.11939301877680002,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-03-23 00:00:00,1,809,1,XXXX Pty Ltd,7,Melbourne office,1,Gasoline,Gallons (g),20,Non_Road_vehicle,Mobile Source,0.00006118123671311905,0.00006118123671311905,,,0.025702946122,,0.0000014064652117958403,0.0004467285128966538,0.00005924734704689977,0,5.2742445442344e-7,,,,,,,,,,,,,0.00005924734704689977,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-03-23 00:00:00,1,809,1,XXXX Pty Ltd,7,Melbourne office,4,Ethanol,Kilolitres (kl),4,Road_vehicle,Mobile Source,0.0000012910949999999999,0.0000012910949999999999,,,0.02207,,8.779445999999999e-7,0.00024422353019999996,0,0,4.131504e-7,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-03-23 00:00:00,1,809,1,XXXX Pty Ltd,7,Melbourne office,4,Ethanol,Kilolitres (kl),11,Road_vehicle,Mobile Source,0.00000127998,0.00000127998,,,0.02188,,8.703864e-7,0.00024212101679999998,0,0,4.095936e-7,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-03-23 00:00:00,1,809,1,XXXX Pty Ltd,7,Melbourne office,14,Liquified Natural Gas (LNG),Short Ton,3,Road_vehicle,Mobile Source,0.0670865679,0.0670865679,,,48.654,,0.00036928386,0.25763703966,0.06327063468,0,0.00344664936,,,,,,,,,,,,,0.06327063468,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-03-23 00:00:00,1,809,1,XXXX Pty Ltd,7,Melbourne office,15,Rechargable batteries,Metric Ton,43,Road_vehicle,Mobile Source,0,0,,,0,,0,0,0,0,0,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-03-23 00:00:00,1,809,1,XXXX Pty Ltd,8,Newcastle office,1,Gasoline,Gallons (g),12,Non_Road_vehicle,Mobile Source,0.00006280312516795874,0.00006280312516795874,,,0.026384320246,,0.0000014437500038611202,0.00045857109497638826,0.00006081796891264969,0,5.4140625144792e-7,,,,,,,,,,,,,0.00006081796891264969,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-03-23 00:00:00,1,809,1,XXXX Pty Ltd,8,Newcastle office,2,Diesel,Short Ton,68,Diesel generator,Stationary Combustion,0.21356942492160003,0.21356942492160003,,,78.59214,,0.0012134626416000001,0.5421144351348001,0.21205259661960002,0,0.00030336566040000003,,,,,,,,,,,,,0.21205259661960002,,Stationary Combustion,0,,
National Greenhouse Account Factors,1,2021-03-23 00:00:00,1,809,1,XXXX Pty Ltd,8,Newcastle office,13,Liquified Petroleum Gas (LPG),Short Ton,30,Road_vehicle,Mobile Source,0.005302587869999999,0.005302587869999999,,,3.31785,,0.000026078300999999997,0.013360782879,0.005233045733999999,0,0.000043463835,,,,,,,,,,,,,0.005233045733999999,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-03-23 00:00:00,1,809,1,XXXX Pty Ltd,10,Sydney Office,1,Gasoline,Gallons (g),28,Non_Road_vehicle,Mobile Source,0.00013218390906943395,0.00013218390906943395,,,0.055531991106,,0.0000030387105533203206,0.0009651704394983667,0.0001280056820586185,0,0.0000011395164574951201,,,,,,,,,,,,,0.0001280056820586185,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-03-30 00:00:00,1,816,1,XXXX Pty Ltd,2,SSH Adelaide,16,R410A,cubic meter,85,"Heating, Ventilation, and Air Conditioning (HVAC)",Fugitive Emission,0.0474747,0.0474747,,,705,,0,0.0474747,0.0474747,0,0,,,,,,,,,,,,,0.0474747,,Fugitive Emissions,0,,
National Greenhouse Account Factors,1,2021-03-30 00:00:00,1,816,1,XXXX Pty Ltd,7,Melbourne office,7,Natural Gas,standard cubic feet,64,Gas stove,Stationary Combustion,0.00000847631918853,0.00000847631918853,,,4.18557,,4.93478703e-9,0.000010223233797150002,0.000008454935111400001,0,1.6449290100000002e-8,,,,,,,,,,,,,0.000008454935111400001,,Stationary Combustion,0,,
National Greenhouse Account Factors,1,2021-04-12 00:00:00,2,829,1,XXXX Pty Ltd,7,Melbourne office,2,Diesel,Short Ton,63,Diesel generator,Stationary Combustion,0.22253608016640006,0.22253608016640006,,,81.89181,,0.0012644095464,0.5648749648542002,0.22095556823340007,0,0.0003161023866,,,,,,,,,,,,,0.22095556823340007,,Stationary Combustion,0,,
National Greenhouse Account Factors,1,2021-04-15 00:00:00,2,832,1,XXXX Pty Ltd,8,Newcastle office,7,Natural Gas,standard cubic feet,69,Gas stove,Stationary Combustion,0.000005635978559838001,0.000005635978559838001,,,2.783022,,3.281182938e-9,0.000006797517319890001,0.00000562176010044,0,1.0937276460000002e-8,,,,,,,,,,,,,0.00000562176010044,,Stationary Combustion,0,,
National Greenhouse Account Factors,1,2021-04-22 00:00:00,2,839,1,XXXX Pty Ltd,1,Franklin Adelaide,2,Diesel,Short Ton,42,Non_Road_vehicle,Mobile Source,0.04391931962880001,0.04391931962880001,,,16.162020000000002,,0.00024954158880000006,0.11148270479640003,0.04360739264280001,0,0.00006238539720000002,,,,,,,,,,,,,0.04360739264280001,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-04-22 00:00:00,2,839,1,XXXX Pty Ltd,2,SSH Adelaide,4,Ethanol,Kilolitres (kl),45,Road_vehicle,Mobile Source,0.00000168948,0.00000168948,,,0.02888,,0.0000011488463999999999,0.00031958203679999995,0,0,5.406336e-7,,,,,,,,,,,,,0,,Stationary Combustion,0,,
National Greenhouse Account Factors,1,2021-04-22 00:00:00,2,839,1,XXXX Pty Ltd,4,Canberra office,15,Rechargable batteries,Metric Ton,33,Road_vehicle,Mobile Source,0,0,,,0,,0,0,0,0,0,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-04-22 00:00:00,2,839,1,XXXX Pty Ltd,6,Greater Western Sydney,1,Gasoline,Gallons (g),23,Road_vehicle,Mobile Source,0.00021823410209009474,0.00021823410209009474,,,0.091682673796,,0.000005016875910117121,0.0015934852109509507,0.0002113358977136837,0,0.00000188132846629392,,,,,,,,,,,,,0.0002113358977136837,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-04-22 00:00:00,2,839,1,XXXX Pty Ltd,6,Greater Western Sydney,2,Diesel,Short Ton,13,Road_vehicle,Mobile Source,0.12024704609280001,0.12024704609280001,,,44.25012,,0.0006832218528000001,0.30522936273840007,0.11939301877680002,0,0.00017080546320000003,,,,,,,,,,,,,0.11939301877680002,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-04-22 00:00:00,2,839,1,XXXX Pty Ltd,7,Melbourne office,1,Gasoline,Gallons (g),20,Non_Road_vehicle,Mobile Source,0.00006118123671311905,0.00006118123671311905,,,0.025702946122,,0.0000014064652117958403,0.0004467285128966538,0.00005924734704689977,0,5.2742445442344e-7,,,,,,,,,,,,,0.00005924734704689977,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-04-22 00:00:00,2,839,1,XXXX Pty Ltd,7,Melbourne office,4,Ethanol,Kilolitres (kl),4,Road_vehicle,Mobile Source,0.0000012910949999999999,0.0000012910949999999999,,,0.02207,,8.779445999999999e-7,0.00024422353019999996,0,0,4.131504e-7,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-04-22 00:00:00,2,839,1,XXXX Pty Ltd,7,Melbourne office,4,Ethanol,Kilolitres (kl),11,Road_vehicle,Mobile Source,0.00000127998,0.00000127998,,,0.02188,,8.703864e-7,0.00024212101679999998,0,0,4.095936e-7,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-04-22 00:00:00,2,839,1,XXXX Pty Ltd,7,Melbourne office,14,Liquified Natural Gas (LNG),Short Ton,3,Road_vehicle,Mobile Source,0.0670865679,0.0670865679,,,48.654,,0.00036928386,0.25763703966,0.06327063468,0,0.00344664936,,,,,,,,,,,,,0.06327063468,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-04-22 00:00:00,2,839,1,XXXX Pty Ltd,7,Melbourne office,15,Rechargable batteries,Metric Ton,43,Road_vehicle,Mobile Source,0,0,,,0,,0,0,0,0,0,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-04-22 00:00:00,2,839,1,XXXX Pty Ltd,8,Newcastle office,1,Gasoline,Gallons (g),12,Non_Road_vehicle,Mobile Source,0.00006280312516795874,0.00006280312516795874,,,0.026384320246,,0.0000014437500038611202,0.00045857109497638826,0.00006081796891264969,0,5.4140625144792e-7,,,,,,,,,,,,,0.00006081796891264969,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-04-22 00:00:00,2,839,1,XXXX Pty Ltd,8,Newcastle office,13,Liquified Petroleum Gas (LPG),Short Ton,30,Road_vehicle,Mobile Source,0.005302587869999999,0.005302587869999999,,,3.31785,,0.000026078300999999997,0.013360782879,0.005233045733999999,0,0.000043463835,,,,,,,,,,,,,0.005233045733999999,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-04-22 00:00:00,2,839,1,XXXX Pty Ltd,10,Sydney Office,1,Gasoline,Gallons (g),28,Non_Road_vehicle,Mobile Source,0.00013218390906943395,0.00013218390906943395,,,0.055531991106,,0.0000030387105533203206,0.0009651704394983667,0.0001280056820586185,0,0.0000011395164574951201,,,,,,,,,,,,,0.0001280056820586185,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-04-29 00:00:00,2,846,1,XXXX Pty Ltd,7,Melbourne office,7,Natural Gas,standard cubic feet,64,Gas stove,Stationary Combustion,0.000009426538067136,0.000009426538067136,,,4.654783999999999,,5.487990335999999e-9,0.00001136928664608,0.00000940275677568,0,1.8293301120000002e-8,,,,,,,,,,,,,0.00000940275677568,,Stationary Combustion,0,,
National Greenhouse Account Factors,1,2021-04-30 00:00:00,2,847,1,XXXX Pty Ltd,2,SSH Adelaide,16,R410A,cubic meter,87,"Heating, Ventilation, and Air Conditioning (HVAC)",Fugitive Emission,0.050168300000000006,0.050168300000000006,,,745,,0,0.050168300000000006,0.050168300000000006,0,0,,,,,,,,,,,,,0.050168300000000006,,Fugitive Emissions,0,,
National Greenhouse Account Factors,1,2021-05-12 00:00:00,2,12,1,XXXX Pty Ltd,7,Melbourne office,2,Diesel,Short Ton,63,Diesel generator,Stationary Combustion,0.29192267681280004,0.29192267681280004,,,107.42562000000001,,0.0016586515728000005,0.7410025901484001,0.28984936234680003,0,0.0004146628932000001,,,,,,,,,,,,,0.28984936234680003,,Stationary Combustion,0,,
National Greenhouse Account Factors,1,2021-05-15 00:00:00,2,15,1,XXXX Pty Ltd,8,Newcastle office,7,Natural Gas,standard cubic feet,69,Gas stove,Stationary Combustion,0.000006697954182308999,0.000006697954182308999,,,3.307421,,3.899449359e-9,0.000008078359255395,0.00000668105656842,0,1.2998164530000002e-8,,,,,,,,,,,,,0.00000668105656842,,Stationary Combustion,0,,
National Greenhouse Account Factors,1,2021-05-27 00:00:00,2,27,1,XXXX Pty Ltd,1,Franklin Adelaide,15,Rechargable batteries,Metric Ton,36,Road_vehicle,Mobile Source,0,0,,,0,,0,0,0,0,0,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-05-27 00:00:00,2,27,1,XXXX Pty Ltd,2,SSH Adelaide,4,Ethanol,Kilolitres (kl),18,Road_vehicle,Mobile Source,0.000001768455,0.000001768455,,,0.03023,,0.0000012025494,0.0003345209478,0,0,5.659056e-7,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-05-27 00:00:00,2,27,1,XXXX Pty Ltd,3,Brisbane office,13,Liquified Petroleum Gas (LPG),Short Ton,39,Road_vehicle,Mobile Source,0.03367506488400001,0.03367506488400001,,,21.07062,,0.00016561507320000002,0.08485012250280002,0.03323342468880001,0,0.000276025122,,,,,,,,,,,,,0.03323342468880001,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-05-27 00:00:00,2,27,1,XXXX Pty Ltd,4,Canberra office,2,Diesel,Short Ton,7,Non_Road_vehicle,Mobile Source,0.0146480070528,0.0146480070528,,,5.39037,,0.00008322731280000001,0.0371818019934,0.0145439729118,0,0.000020806828200000002,,,,,,,,,,,,,0.0145439729118,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-05-27 00:00:00,2,27,1,XXXX Pty Ltd,6,Greater Western Sydney,2,Diesel,Short Ton,15,Road_vehicle,Mobile Source,0.10278306466560001,0.10278306466560001,,,37.82349,,0.0005839946856000001,0.26089962579180004,0.10205307130860002,0,0.00014599867140000002,,,,,,,,,,,,,0.10205307130860002,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-05-27 00:00:00,2,27,1,XXXX Pty Ltd,7,Melbourne office,1,Gasoline,Gallons (g),16,Road_vehicle,Mobile Source,0.00027644187663600775,0.00027644187663600775,,,0.11613643402400001,,0.000006354985669793282,0.002018502323368091,0.000267703771340042,0,0.0000023831196261724804,,,,,,,,,,,,,0.000267703771340042,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-05-27 00:00:00,2,27,1,XXXX Pty Ltd,7,Melbourne office,13,Liquified Petroleum Gas (LPG),Short Ton,10,Road_vehicle,Mobile Source,0.06868667246400002,0.06868667246400002,,,42.977520000000005,,0.0003378033072,0.17306789438880005,0.06778586364480002,0,0.0005630055120000001,,,,,,,,,,,,,0.06778586364480002,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-05-27 00:00:00,2,27,1,XXXX Pty Ltd,7,Melbourne office,14,Liquified Natural Gas (LNG),Short Ton,5,Road_vehicle,Mobile Source,0.05645397978,0.05645397978,,,40.9428,,0.000310755852,0.21680399941200001,0.053242835976000005,0,0.002900387952,,,,,,,,,,,,,0.053242835976000005,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-05-27 00:00:00,2,27,1,XXXX Pty Ltd,7,Melbourne office,15,Rechargable batteries,Metric Ton,6,Road_vehicle,Mobile Source,0,0,,,0,,0,0,0,0,0,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-05-27 00:00:00,2,27,1,XXXX Pty Ltd,7,Melbourne office,15,Rechargable batteries,Metric Ton,41,Road_vehicle,Mobile Source,0,0,,,0,,0,0,0,0,0,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-05-27 00:00:00,2,27,1,XXXX Pty Ltd,8,Newcastle office,1,Gasoline,Gallons (g),32,Non_Road_vehicle,Mobile Source,0.00041673522797964005,0.00041673522797964005,,,0.17507529575,,0.00000958012018344,0.0030428856732651302,0.0004035625627274101,0,0.0000035925450687900004,,,,,,,,,,,,,0.0004035625627274101,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-05-27 00:00:00,2,27,1,XXXX Pty Ltd,8,Newcastle office,1,Gasoline,Gallons (g),38,Non_Road_vehicle,Mobile Source,0.00011163998864146468,0.00011163998864146468,,,0.046901252202000004,,0.0000025664365204934408,0.0008151643998217292,0.0001081111384257862,0,9.624136951850402e-7,,,,,,,,,,,,,0.0001081111384257862,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-05-27 00:00:00,2,27,1,XXXX Pty Ltd,9,Perth office,1,Gasoline,Gallons (g),35,Road_vehicle,Mobile Source,0.00012488541102265537,0.00012488541102265537,,,0.052465807547999996,,0.0000028709289890265603,0.0009118788201395613,0.00012093788366274386,0,0.0000010765983708849601,,,,,,,,,,,,,0.00012093788366274386,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-05-27 00:00:00,2,27,1,XXXX Pty Ltd,9,Perth office,2,Diesel,Short Ton,27,Road_vehicle,Mobile Source,0.015339649881600003,0.015339649881600003,,,5.64489,,0.00008715710160000001,0.03893743513980001,0.015230703504600004,0,0.000021789275400000003,,,,,,,,,,,,,0.015230703504600004,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-05-27 00:00:00,2,27,1,XXXX Pty Ltd,10,Sydney Office,2,Diesel,Short Ton,21,Road_vehicle,Mobile Source,0.049427760729600013,0.049427760729600013,,,18.189090000000004,,0.00028083954960000007,0.12546506878380004,0.04907671129260001,0,0.00007020988740000002,,,,,,,,,,,,,0.04907671129260001,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-05-27 00:00:00,2,27,1,XXXX Pty Ltd,10,Sydney Office,4,Ethanol,Kilolitres (kl),8,Road_vehicle,Mobile Source,0.0000012910949999999999,0.0000012910949999999999,,,0.02207,,8.779445999999999e-7,0.00024422353019999996,0,0,4.131504e-7,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-05-27 00:00:00,2,27,1,XXXX Pty Ltd,10,Sydney Office,15,Rechargable batteries,Metric Ton,14,Road_vehicle,Mobile Source,0,0,,,0,,0,0,0,0,0,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-05-29 00:00:00,2,29,1,XXXX Pty Ltd,7,Melbourne office,7,Natural Gas,standard cubic feet,64,Gas stove,Stationary Combustion,0.000006458966683889999,0.000006458966683889999,,,3.18941,,3.76031439e-9,0.000007790117977949999,0.0000064426719881999995,0,1.25343813e-8,,,,,,,,,,,,,0.0000064426719881999995,,Stationary Combustion,0,,
National Greenhouse Account Factors,1,2021-05-30 00:00:00,2,30,1,XXXX Pty Ltd,1,Franklin Adelaide,17,R134a,cubic feet,78,Refrigerator,Fugitive Emission,0.015337400000000001,0.015337400000000001,,,694,,0,0.015337400000000001,0.015337400000000001,0,0,,,,,,,,,,,,,0.015337400000000001,,Fugitive Emissions,0,,
National Greenhouse Account Factors,1,2021-05-30 00:00:00,2,30,1,XXXX Pty Ltd,4,Canberra office,16,R410A,cubic meter,92,"Heating, Ventilation, and Air Conditioning (HVAC)",Fugitive Emission,0.053872,0.053872,,,800,,0,0.053872,0.053872,0,0,,,,,,,,,,,,,0.053872,,Fugitive Emissions,0,,
National Greenhouse Account Factors,1,2021-06-11 00:00:00,2,42,1,XXXX Pty Ltd,7,Melbourne office,2,Diesel,Short Ton,63,Diesel generator,Stationary Combustion,0.23239199047680004,0.23239199047680004,,,85.51872,,0.0013204090368000001,0.5898927371904,0.23074147918080004,0,0.00033010225920000004,,,,,,,,,,,,,0.23074147918080004,,Stationary Combustion,0,,
National Greenhouse Account Factors,1,2021-06-26 00:00:00,2,57,1,XXXX Pty Ltd,1,Franklin Adelaide,15,Rechargable batteries,Metric Ton,36,Road_vehicle,Mobile Source,0,0,,,0,,0,0,0,0,0,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-06-26 00:00:00,2,57,1,XXXX Pty Ltd,2,SSH Adelaide,4,Ethanol,Kilolitres (kl),18,Road_vehicle,Mobile Source,0.000001768455,0.000001768455,,,0.03023,,0.0000012025494,0.0003345209478,0,0,5.659056e-7,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-06-26 00:00:00,2,57,1,XXXX Pty Ltd,3,Brisbane office,13,Liquified Petroleum Gas (LPG),Short Ton,39,Road_vehicle,Mobile Source,0.03367506488400001,0.03367506488400001,,,21.07062,,0.00016561507320000002,0.08485012250280002,0.03323342468880001,0,0.000276025122,,,,,,,,,,,,,0.03323342468880001,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-06-26 00:00:00,2,57,1,XXXX Pty Ltd,4,Canberra office,2,Diesel,Short Ton,7,Non_Road_vehicle,Mobile Source,0.0146480070528,0.0146480070528,,,5.39037,,0.00008322731280000001,0.0371818019934,0.0145439729118,0,0.000020806828200000002,,,,,,,,,,,,,0.0145439729118,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-06-26 00:00:00,2,57,1,XXXX Pty Ltd,6,Greater Western Sydney,2,Diesel,Short Ton,15,Road_vehicle,Mobile Source,0.10278306466560001,0.10278306466560001,,,37.82349,,0.0005839946856000001,0.26089962579180004,0.10205307130860002,0,0.00014599867140000002,,,,,,,,,,,,,0.10205307130860002,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-06-26 00:00:00,2,57,1,XXXX Pty Ltd,7,Melbourne office,1,Gasoline,Gallons (g),16,Road_vehicle,Mobile Source,0.00027644187663600775,0.00027644187663600775,,,0.11613643402400001,,0.000006354985669793282,0.002018502323368091,0.000267703771340042,0,0.0000023831196261724804,,,,,,,,,,,,,0.000267703771340042,,Mobile Source,0,,
National Greenhouse Account Factors,1,2021-06-26 00:00:00,2,57,1,XXXX Pty Ltd,7,Melbourne office,13,Liquified Petroleum Gas (LPG),Short Ton,10,Road_vehicle,Mobile Source,0.06868667246400002,0.06868667246400002,,,42.977520000000005,,0.0003378033072,0.17306789438880005,0.06778586364480002,0,0.0005630055120000001,,,,,,,,,,,,,0.06778586364480002,,Mobile Source,0,,
